city,date,card_type,exp_type,gender,amount,month,customer_id,customer_segment
"Muktsar, India",2015-03-12,Gold,Entertainment,M,54260,2015-03,"Muktsar, India_Gold_M",Regular Customers
"Bengaluru, India",2015-03-12,Silver,Fuel,F,186377,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-12,Signature,Food,F,88919,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-12,Silver,Entertainment,M,246931,2015-03,"Delhi, India_Silver_M",High-Value Customers
"Bengaluru, India",2015-03-12,Gold,Bills,F,105952,2015-03,"Bengaluru, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2015-03-12,Platinum,Food,M,221959,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Naugachhia, India",2015-03-12,Silver,Food,M,224174,2015-03,"Naugachhia, India_Silver_M",Regular Customers
"Kaithal, India",2015-03-12,Gold,Bills,F,10418,2015-03,"Kaithal, India_Gold_F",Inactive Customers
"Ahmedabad, India",2015-03-12,Platinum,Fuel,M,128753,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-12,Signature,Food,F,292791,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-12,Signature,Entertainment,M,259335,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-12,Silver,Fuel,M,240390,2015-03,"Ahmedabad, India_Silver_M",High-Value Customers
"Greater Mumbai, India",2015-03-12,Signature,Grocery,F,246404,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-12,Signature,Bills,F,18899,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-12,Gold,Food,M,283925,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Lucknow, India",2015-03-12,Silver,Travel,F,129164,2015-03,"Lucknow, India_Silver_F",Regular Customers
"Greater Mumbai, India",2015-03-12,Platinum,Bills,F,7651,2015-03,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Bengaluru, India",2015-03-12,Signature,Fuel,F,32543,2015-03,"Bengaluru, India_Signature_F",High-Value Customers
"Hyderabad, India",2015-03-12,Silver,Grocery,M,277639,2015-03,"Hyderabad, India_Silver_M",Regular Customers
"Bengaluru, India",2015-03-12,Gold,Entertainment,F,207417,2015-03,"Bengaluru, India_Gold_F",High-Value Customers
"Bengaluru, India",2015-03-12,Signature,Fuel,M,260290,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2015-03-12,Silver,Food,F,137623,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-12,Gold,Fuel,M,241693,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Kolkata, India",2015-03-12,Platinum,Fuel,F,176199,2015-03,"Kolkata, India_Platinum_F",Regular Customers
"Gaya, India",2015-03-12,Signature,Food,M,45674,2015-03,"Gaya, India_Signature_M",Regular Customers
"Kot Kapura, India",2015-03-12,Platinum,Bills,F,106876,2015-03,"Kot Kapura, India_Platinum_F",Regular Customers
"Bengaluru, India",2015-03-12,Silver,Entertainment,F,95715,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Shikarpur Bulandshahr, India",2015-03-12,Silver,Grocery,M,200939,2015-03,"Shikarpur Bulandshahr, India_Silver_M",Regular Customers
"Ahmedabad, India",2015-03-12,Gold,Entertainment,M,106406,2015-03,"Ahmedabad, India_Gold_M",High-Value Customers
"Lucknow, India",2015-03-12,Platinum,Fuel,M,191546,2015-03,"Lucknow, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-12,Platinum,Food,M,270194,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-12,Silver,Fuel,F,131304,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-12,Silver,Entertainment,F,258791,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Jaipur, India",2015-03-12,Silver,Grocery,F,40460,2015-03,"Jaipur, India_Silver_F",Regular Customers
"Ahmedabad, India",2015-03-12,Platinum,Food,F,64032,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Bikaner, India",2015-03-12,Signature,Food,F,125683,2015-03,"Bikaner, India_Signature_F",Regular Customers
"Delhi, India",2015-03-12,Gold,Fuel,F,265959,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Aurangabad, India",2015-03-12,Silver,Fuel,F,137815,2015-03,"Aurangabad, India_Silver_F",Regular Customers
"Chennai, India",2015-03-12,Platinum,Entertainment,M,289680,2015-03,"Chennai, India_Platinum_M",Regular Customers
"Kashipur, India",2015-03-12,Signature,Entertainment,M,292236,2015-03,"Kashipur, India_Signature_M",Regular Customers
"Greater Mumbai, India",2015-03-12,Silver,Entertainment,F,26448,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Lucknow, India",2015-03-12,Platinum,Travel,M,202980,2015-03,"Lucknow, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-13,Platinum,Food,M,280207,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Pune, India",2015-03-13,Platinum,Travel,F,97852,2015-03,"Pune, India_Platinum_F",Regular Customers
"Unjha, India",2015-03-13,Signature,Grocery,M,6546,2015-03,"Unjha, India_Signature_M",Regular Customers
"Greater Mumbai, India",2015-03-13,Gold,Entertainment,F,181935,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Pune, India",2015-03-13,Gold,Grocery,M,163872,2015-03,"Pune, India_Gold_M",Regular Customers
"Surat, India",2015-03-13,Silver,Fuel,M,150741,2015-03,"Surat, India_Silver_M",Regular Customers
"Bengaluru, India",2015-03-13,Silver,Entertainment,F,90609,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-13,Silver,Entertainment,F,167820,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Bengaluru, India",2015-03-13,Platinum,Fuel,F,293962,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2015-03-13,Signature,Bills,F,272039,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Lucknow, India",2015-03-13,Silver,Food,M,146933,2015-03,"Lucknow, India_Silver_M",Regular Customers
"Lucknow, India",2015-03-13,Gold,Fuel,M,259462,2015-03,"Lucknow, India_Gold_M",Regular Customers
"Rudrapur, India",2015-03-13,Gold,Fuel,F,50352,2015-03,"Rudrapur, India_Gold_F",Regular Customers
"Jaipur, India",2015-03-13,Silver,Bills,F,254423,2015-03,"Jaipur, India_Silver_F",Regular Customers
"Jammalamadugu, India",2015-03-13,Silver,Bills,M,225676,2015-03,"Jammalamadugu, India_Silver_M",Regular Customers
"Anakapalle, India",2015-03-13,Gold,Grocery,M,232618,2015-03,"Anakapalle, India_Gold_M",Regular Customers
"Lucknow, India",2015-03-13,Silver,Grocery,F,284553,2015-03,"Lucknow, India_Silver_F",Regular Customers
"Greater Mumbai, India",2015-03-13,Platinum,Fuel,M,267890,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Motihari, India",2015-03-13,Silver,Entertainment,M,286740,2015-03,"Motihari, India_Silver_M",Regular Customers
"Ahmedabad, India",2015-03-13,Platinum,Grocery,F,209870,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Kolkata, India",2015-03-13,Silver,Travel,F,100105,2015-03,"Kolkata, India_Silver_F",Regular Customers
"Chennai, India",2015-03-13,Silver,Fuel,M,142519,2015-03,"Chennai, India_Silver_M",Regular Customers
"Bengaluru, India",2015-03-13,Silver,Grocery,F,138179,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-13,Signature,Food,F,176871,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-13,Signature,Bills,F,31029,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-13,Gold,Fuel,M,246805,2015-03,"Ahmedabad, India_Gold_M",High-Value Customers
"Chennai, India",2015-03-13,Platinum,Food,F,141006,2015-03,"Chennai, India_Platinum_F",Regular Customers
"Hyderabad, India",2015-03-13,Signature,Grocery,M,136692,2015-03,"Hyderabad, India_Signature_M",Regular Customers
"Ahmedabad, India",2015-03-13,Silver,Fuel,M,11523,2015-03,"Ahmedabad, India_Silver_M",High-Value Customers
"Pune, India",2015-03-13,Silver,Travel,M,287988,2015-03,"Pune, India_Silver_M",Regular Customers
"Delhi, India",2015-03-13,Gold,Fuel,M,111650,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Ahmedabad, India",2015-03-13,Signature,Fuel,F,34272,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-13,Gold,Bills,F,11945,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2015-03-13,Platinum,Food,F,175368,2015-03,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Moga, India",2015-03-13,Platinum,Entertainment,F,139986,2015-03,"Moga, India_Platinum_F",Regular Customers
"Ahmedabad, India",2015-03-13,Signature,Food,M,99987,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Mudhol, India",2015-03-13,Silver,Bills,M,185835,2015-03,"Mudhol, India_Silver_M",Regular Customers
"Greater Mumbai, India",2015-03-13,Gold,Entertainment,M,149575,2015-03,"Greater Mumbai, India_Gold_M",High-Value Customers
"Jaipur, India",2015-03-13,Gold,Fuel,M,153206,2015-03,"Jaipur, India_Gold_M",Regular Customers
"Machilipatnam, India",2015-03-13,Platinum,Bills,M,203194,2015-03,"Machilipatnam, India_Platinum_M",Regular Customers
"Delhi, India",2015-03-13,Platinum,Food,M,161078,2015-03,"Delhi, India_Platinum_M",High-Value Customers
"Ranaghat, India",2015-03-13,Silver,Bills,F,206404,2015-03,"Ranaghat, India_Silver_F",Regular Customers
"Ahmedabad, India",2015-03-13,Signature,Grocery,F,64185,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-13,Gold,Food,F,64944,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Surat, India",2015-03-13,Platinum,Grocery,M,180997,2015-03,"Surat, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-14,Platinum,Bills,M,170142,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2015-03-14,Platinum,Food,M,53631,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Lucknow, India",2015-03-14,Gold,Bills,F,121257,2015-03,"Lucknow, India_Gold_F",Regular Customers
"Bengaluru, India",2015-03-14,Platinum,Fuel,F,43618,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2015-03-14,Gold,Food,F,139691,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Bengaluru, India",2015-03-14,Signature,Entertainment,M,75792,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-14,Silver,Entertainment,F,107135,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Jaipur, India",2015-03-14,Signature,Travel,F,165392,2015-03,"Jaipur, India_Signature_F",Regular Customers
"Bengaluru, India",2015-03-14,Gold,Fuel,F,250389,2015-03,"Bengaluru, India_Gold_F",High-Value Customers
"Puliyankudi, India",2015-03-14,Platinum,Fuel,F,45755,2015-03,"Puliyankudi, India_Platinum_F",Regular Customers
"Ahmedabad, India",2015-03-14,Signature,Grocery,M,239615,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2015-03-14,Platinum,Fuel,M,286949,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2015-03-14,Silver,Entertainment,F,125663,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-14,Signature,Bills,M,294828,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Delhi, India",2015-03-14,Signature,Bills,F,687879,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-14,Gold,Fuel,M,175993,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Delhi, India",2015-03-14,Gold,Food,M,165180,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Delhi, India",2015-03-14,Platinum,Grocery,F,185060,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Kanpur, India",2015-03-14,Silver,Travel,F,224481,2015-03,"Kanpur, India_Silver_F",Regular Customers
"Bengaluru, India",2015-03-14,Silver,Food,M,266944,2015-03,"Bengaluru, India_Silver_M",High-Value Customers
"Bengaluru, India",2015-03-14,Silver,Food,F,265386,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-14,Signature,Food,M,210102,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Kharagpur, India",2015-03-14,Signature,Fuel,F,225142,2015-03,"Kharagpur, India_Signature_F",Regular Customers
"Ahmedabad, India",2015-03-14,Signature,Fuel,M,59572,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Jamnagar, India",2015-03-14,Silver,Food,M,176165,2015-03,"Jamnagar, India_Silver_M",Regular Customers
"Bengaluru, India",2015-03-14,Platinum,Entertainment,F,290859,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Faridkot, India",2015-03-14,Silver,Entertainment,F,128114,2015-03,"Faridkot, India_Silver_F",Regular Customers
"Ahmedabad, India",2015-03-14,Silver,Bills,F,72205,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Lucknow, India",2015-03-14,Platinum,Grocery,M,237030,2015-03,"Lucknow, India_Platinum_M",Regular Customers
"Ahmedabad, India",2015-03-14,Gold,Entertainment,M,44081,2015-03,"Ahmedabad, India_Gold_M",High-Value Customers
"Surat, India",2015-03-14,Platinum,Travel,M,50366,2015-03,"Surat, India_Platinum_M",Regular Customers
"Ahmedabad, India",2015-03-14,Platinum,Grocery,F,164340,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2015-03-14,Silver,Entertainment,M,223319,2015-03,"Ahmedabad, India_Silver_M",High-Value Customers
"Bengaluru, India",2015-03-14,Signature,Fuel,F,128178,2015-03,"Bengaluru, India_Signature_F",High-Value Customers
"Hyderabad, India",2015-03-14,Silver,Bills,F,223955,2015-03,"Hyderabad, India_Silver_F",Regular Customers
"Hyderabad, India",2015-03-15,Platinum,Entertainment,M,62931,2015-03,"Hyderabad, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-15,Gold,Bills,M,223002,2015-03,"Greater Mumbai, India_Gold_M",High-Value Customers
"Hyderabad, India",2015-03-15,Signature,Entertainment,M,111681,2015-03,"Hyderabad, India_Signature_M",Regular Customers
"Greater Mumbai, India",2015-03-15,Silver,Grocery,M,158137,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Ahmedabad, India",2015-03-15,Silver,Fuel,F,139117,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Surat, India",2015-03-15,Gold,Food,M,213611,2015-03,"Surat, India_Gold_M",Regular Customers
"Kanpur, India",2015-03-15,Platinum,Grocery,F,160173,2015-03,"Kanpur, India_Platinum_F",Regular Customers
"Surat, India",2015-03-15,Gold,Travel,M,153428,2015-03,"Surat, India_Gold_M",Regular Customers
"Dhamtari, India",2015-03-15,Gold,Grocery,M,1416,2015-03,"Dhamtari, India_Gold_M",Inactive Customers
"Kolkata, India",2015-03-15,Platinum,Bills,M,186423,2015-03,"Kolkata, India_Platinum_M",Regular Customers
"Jaipur, India",2015-03-15,Platinum,Travel,F,259587,2015-03,"Jaipur, India_Platinum_F",Regular Customers
"Delhi, India",2015-03-15,Signature,Grocery,M,195264,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Buxar, India",2015-03-15,Silver,Fuel,F,92816,2015-03,"Buxar, India_Silver_F",Regular Customers
"Gurgaon, India",2015-03-15,Silver,Grocery,F,207110,2015-03,"Gurgaon, India_Silver_F",Regular Customers
"Lucknow, India",2015-03-15,Silver,Fuel,F,62369,2015-03,"Lucknow, India_Silver_F",Regular Customers
"Hyderabad, India",2015-03-15,Platinum,Bills,F,212704,2015-03,"Hyderabad, India_Platinum_F",Regular Customers
"Lucknow, India",2015-03-15,Gold,Travel,M,49428,2015-03,"Lucknow, India_Gold_M",Regular Customers
"Ahmedabad, India",2015-03-15,Silver,Food,M,80962,2015-03,"Ahmedabad, India_Silver_M",High-Value Customers
"Bengaluru, India",2015-03-15,Gold,Grocery,M,233954,2015-03,"Bengaluru, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2015-03-15,Silver,Bills,F,282013,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-15,Silver,Entertainment,F,254603,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-15,Platinum,Grocery,M,160556,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-15,Platinum,Food,F,276862,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Sheopur, India",2015-03-15,Signature,Entertainment,M,92717,2015-03,"Sheopur, India_Signature_M",Regular Customers
"Bengaluru, India",2015-03-15,Gold,Food,M,50734,2015-03,"Bengaluru, India_Gold_M",High-Value Customers
"Ahmedabad, India",2015-03-15,Gold,Grocery,M,58143,2015-03,"Ahmedabad, India_Gold_M",High-Value Customers
"Surat, India",2015-03-15,Gold,Food,M,192717,2015-03,"Surat, India_Gold_M",Regular Customers
"Ahmedabad, India",2015-03-15,Platinum,Food,M,253037,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-15,Signature,Entertainment,M,77960,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Kanpur, India",2015-03-15,Platinum,Grocery,M,267031,2015-03,"Kanpur, India_Platinum_M",Regular Customers
"Bengaluru, India",2015-03-15,Signature,Entertainment,M,54004,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-15,Silver,Fuel,M,188743,2015-03,"Ahmedabad, India_Silver_M",High-Value Customers
"Punalur, India",2015-03-15,Silver,Grocery,F,124082,2015-03,"Punalur, India_Silver_F",Regular Customers
"Delhi, India",2015-03-15,Gold,Bills,M,47487,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Surat, India",2015-03-15,Gold,Food,F,175454,2015-03,"Surat, India_Gold_F",Regular Customers
"Sibsagar, India",2015-03-15,Silver,Bills,M,165372,2015-03,"Sibsagar, India_Silver_M",Regular Customers
"Greater Mumbai, India",2015-03-16,Gold,Grocery,M,187169,2015-03,"Greater Mumbai, India_Gold_M",High-Value Customers
"Kolkata, India",2015-03-16,Gold,Bills,F,187712,2015-03,"Kolkata, India_Gold_F",Regular Customers
"Greater Mumbai, India",2015-03-16,Platinum,Entertainment,F,67043,2015-03,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2015-03-16,Signature,Entertainment,F,195266,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Pune, India",2015-03-16,Silver,Food,M,243777,2015-03,"Pune, India_Silver_M",Regular Customers
"Jaipur, India",2015-03-16,Platinum,Travel,F,84721,2015-03,"Jaipur, India_Platinum_F",Regular Customers
"Greater Mumbai, India",2015-03-16,Silver,Bills,F,224110,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-16,Platinum,Entertainment,F,63773,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Surat, India",2015-03-16,Platinum,Bills,F,164777,2015-03,"Surat, India_Platinum_F",Regular Customers
"Hyderabad, India",2015-03-16,Gold,Grocery,M,256000,2015-03,"Hyderabad, India_Gold_M",Regular Customers
"Greater Mumbai, India",2015-03-16,Gold,Food,F,61568,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2015-03-16,Platinum,Entertainment,M,286556,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Kolkata, India",2015-03-16,Platinum,Entertainment,F,287069,2015-03,"Kolkata, India_Platinum_F",Regular Customers
"Bengaluru, India",2015-03-16,Silver,Bills,M,115115,2015-03,"Bengaluru, India_Silver_M",High-Value Customers
"Siddipet, India",2015-03-16,Gold,Fuel,F,253587,2015-03,"Siddipet, India_Gold_F",Regular Customers
"Cherthala, India",2015-03-16,Signature,Grocery,F,203426,2015-03,"Cherthala, India_Signature_F",Regular Customers
"Chennai, India",2015-03-16,Signature,Food,M,206382,2015-03,"Chennai, India_Signature_M",Regular Customers
